"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL772";"RESERPINE";"4";"608.69";"1";"4.17";"Reserpine";"COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC";"Inhibition";"'='";"84.8";"%";"";"";"";"UO_0000187";"";"";"";"";"True";"CHEMBL2051680";"Inhibition of norA-mediated EtBr efflux in Staphylococcus aureus SA1199B overexpressing norA and expressing A116E GrlA mutation at 50 uM by fluorometry";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL2046274";"1";"Scientific Literature";"J. Med. Chem.";"2012";"None";""
"CHEMBL2385684";"";"0";"404.55";"1";"5.95";"3m";"CCCOc1ccc(-c2cc(OCCN3CCCCCC3)c3ccccc3n2)cc1";"Inhibition";"";"";"";"";"";"Not Active";"";"";"";"";"";"False";"CHEMBL2390106";"Inhibition of wild type NorA in Staphylococcus aureus 1199 assessed as reduction of ciprofloxacin MIC at 0.78 to 100 ug/mL";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL2384986";"1";"Scientific Literature";"J. Med. Chem.";"2013";"None";""
"CHEMBL4175717";"";"0";"438.57";"1";"5.43";"7a";"CCCOc1ccc(-c2cc(OCCN(CC)CC)c3cc(OC)c(OC)cc3n2)cc1";"Inhibition";"";"";"";"";"";"Active";"";"";"";"";"";"False";"CHEMBL4151517";"Inhibition of NorA in Staphylococcus aureus SA-1199B expressing GrlA A116E mutant assessed as synergistic potentiation of ciprofloxacin-induced antimicrobial activity at 0.78 to 100 ug/ml by microdilution method based Checkerboard assay";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL4145675";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
"CHEMBL1651181";"";"0";"390.53";"1";"5.56";"98";"CCCOc1ccc(-c2cc(OCCN3CCCCC3)c3ccccc3n2)cc1";"Inhibition";"'='";"88.5";"%";"";"";"";"UO_0000187";"";"";"";"";"True";"CHEMBL1657423";"Inhibition of NorA in Staphylococcus aureus 1199B assessed as reduction in ethidium bromide efflux at 50 uM by fluorimetry after 5 mins";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL1649083";"1";"Scientific Literature";"J. Med. Chem.";"2011";"None";""
"CHEMBL12089";"BERBERINE CHLORIDE";"1";"371.82";"0";"3.10";"Berberine";"COc1ccc2cc3[n+](cc2c1OC)CCc1cc2c(cc1-3)OCO2.[Cl-]";"Inhibition";"";"";"";"";"";"Not Active";"";"";"";"";"";"False";"CHEMBL1638729";"Inhibition of NorA in Staphylococcus aureus K2378 overexpressing NorA assessed as accumulation of compound at 3 uM by fluorescence assay";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL1629702";"1";"Scientific Literature";"Antimicrob. Agents Chemother.";"2010";"None";""
"CHEMBL1651019";"";"0";"405.86";"1";"5.13";"55";"CCC(C)N1C(=O)S/C(=C\c2ccc(-c3cc(C(=O)O)ccc3Cl)o2)C1=O";"Inhibition";"'='";"74.7";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1657423";"Inhibition of NorA in Staphylococcus aureus 1199B assessed as reduction in ethidium bromide efflux at 50 uM by fluorimetry after 5 mins";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL1649083";"1";"Scientific Literature";"J. Med. Chem.";"2011";"None";""
"CHEMBL772";"RESERPINE";"4";"608.69";"1";"4.17";"1";"COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC";"Inhibition";"'='";"84.8";"%";"";"";"";"UO_0000187";"";"";"";"";"True";"CHEMBL1657423";"Inhibition of NorA in Staphylococcus aureus 1199B assessed as reduction in ethidium bromide efflux at 50 uM by fluorimetry after 5 mins";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL1649083";"1";"Scientific Literature";"J. Med. Chem.";"2011";"None";""
"CHEMBL4171241";"";"0";"421.54";"0";"3.98";"5g";"CCCOc1ccc(-c2cc(OCCN3CCNCC3)c3cccc(OC)c3n2)cc1";"Inhibition";"'='";"100.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL4151511";"Inhibition of NorA in Staphylococcus aureus SA-1199B expressing GrlA A116E mutant assessed as reduction in EtBr efflux at 50 uM incubated for 5 mins by fluorescence based assay";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL4145675";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
"CHEMBL1651171";"";"0";"322.41";"0";"3.15";"86";"CN(C)CCOc1ccc(-c2cc(=O)c3ccccc3n2C)cc1";"Inhibition";"'='";"4.4";"%";"";"";"";"UO_0000187";"";"";"";"";"True";"CHEMBL1657423";"Inhibition of NorA in Staphylococcus aureus 1199B assessed as reduction in ethidium bromide efflux at 50 uM by fluorimetry after 5 mins";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL1649083";"1";"Scientific Literature";"J. Med. Chem.";"2011";"None";""
"CHEMBL1651178";"";"0";"283.28";"0";"2.32";"93";"Cn1c(-c2ccc(O)cc2)cc(=O)c2cc(O)c(O)cc21";"Inhibition";"'='";"0.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1657423";"Inhibition of NorA in Staphylococcus aureus 1199B assessed as reduction in ethidium bromide efflux at 50 uM by fluorimetry after 5 mins";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL1649083";"1";"Scientific Literature";"J. Med. Chem.";"2011";"None";""
"CHEMBL1651190";"";"0";"467.59";"0";"3.82";"107";"CCOC(=O)c1cn(C2CC2)c2c(C)c(N3CCC4=C(C3)C(=O)C(C)CS4)c(N)cc2c1=O";"Inhibition";"'='";"50.5";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1657423";"Inhibition of NorA in Staphylococcus aureus 1199B assessed as reduction in ethidium bromide efflux at 50 uM by fluorimetry after 5 mins";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL1649083";"1";"Scientific Literature";"J. Med. Chem.";"2011";"None";""
"CHEMBL1651172";"";"0";"364.45";"0";"2.92";"87";"Cn1c(-c2ccc(OCCN3CCOCC3)cc2)cc(=O)c2ccccc21";"Inhibition";"'='";"0.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1657423";"Inhibition of NorA in Staphylococcus aureus 1199B assessed as reduction in ethidium bromide efflux at 50 uM by fluorimetry after 5 mins";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL1649083";"1";"Scientific Literature";"J. Med. Chem.";"2011";"None";""
"CHEMBL4175014";"";"0";"558.68";"2";"6.16";"6d";"CCCOc1ccc(-c2cc(OCCN3CCc4cc(OC)c(OC)cc4C3)c3c(OC)cc(OC)cc3n2)cc1";"Inhibition";"";"";"";"";"";"Active";"";"";"";"";"";"False";"CHEMBL4151520";"Inhibition of NorA in Staphylococcus aureus SA-K2378 assessed as synergistic potentiation of ciprofloxacin-induced antimicrobial activity at 0.78 to 100 ug/ml by microdilution method based Checkerboard assay";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL4145675";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
"CHEMBL4168471";"";"0";"521.70";"2";"5.51";"10c";"CCCOc1ccc(-c2cc(OCCN(CC)CC)c3cc(OCCCN4CCOCC4)ccc3n2)cc1";"Inhibition";"'='";"91.1";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL4155967";"Inhibition of Staphylococcus aureus SA-1199B NorA assessed as reduction in EtBr efflux at 50 uM measured over 5 mins by fluorescence assay relative to control";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL4152305";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None";""
"CHEMBL2385682";"";"0";"392.50";"0";"4.40";"3k";"CCCOc1ccc(-c2cc(OCCN3CCOCC3)c3ccccc3n2)cc1";"Inhibition";"'='";"86.9";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL2390114";"Inhibition of NorA in Staphylococcus aureus 1199B harboring grlA A116E mutant assessed as inhibition of ethidium bromide efflux at 50 uM measured for 5 mins by fluorometric analysis relative to control";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL2384986";"1";"Scientific Literature";"J. Med. Chem.";"2013";"None";""
"CHEMBL772";"RESERPINE";"4";"608.69";"1";"4.17";"Reserpine";"COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC";"Inhibition";"'='";"82.0";"%";"";"";"";"UO_0000187";"";"";"";"";"True";"CHEMBL2390114";"Inhibition of NorA in Staphylococcus aureus 1199B harboring grlA A116E mutant assessed as inhibition of ethidium bromide efflux at 50 uM measured for 5 mins by fluorometric analysis relative to control";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL2384986";"1";"Scientific Literature";"J. Med. Chem.";"2013";"None";""
"CHEMBL772";"RESERPINE";"4";"608.69";"1";"4.17";"Reserpine";"COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC";"Inhibition";"";"";"";"";"";"Active";"";"";"";"";"";"False";"CHEMBL3226394";"Inhibition of NorA efflux pump in norA-overexpressing Staphylococcus aureus SA-K2378 assessed as reduction in ciprofloxacin MIC at 0.78 to 100 ug/ml by isobologram based checkerboard assay";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL3217728";"1";"Scientific Literature";"MedChemComm";"2012";"None";""
"CHEMBL490";"PAROXETINE";"4";"329.37";"0";"3.33";"Paroxetine";"Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1";"Inhibition";"";"";"";"";"";"Active";"";"";"";"";"";"False";"CHEMBL3226394";"Inhibition of NorA efflux pump in norA-overexpressing Staphylococcus aureus SA-K2378 assessed as reduction in ciprofloxacin MIC at 0.78 to 100 ug/ml by isobologram based checkerboard assay";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL3217728";"1";"Scientific Literature";"MedChemComm";"2012";"None";""
"CHEMBL3955315";"";"0";"662.75";"3";"5.48";"17";"CCOC(=O)c1c(C)n(Cc2ccccc2)c2ccc(OCC(O)CNCc3ccc(Oc4nnnn4-c4ccccc4)c(OC)c3)cc12";"Inhibition";"'='";"96.9";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL3879153";"Inhibition of Staphylococcus aureus 1199B NorA assessed as inhibition of ethidium bromide efflux at 50 uM measured after 5 mins by fluorometric method relative to control";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL3877305";"1";"Scientific Literature";"J Med Chem";"2017";"None";""
"CHEMBL4483762";"";"0";"357.41";"0";"2.93";"C6";"CCC(/C=C/C(=O)N1CCC[C@@H]1C(=O)OC)=C\c1ccc2c(c1)OCO2";"Inhibition";"";"";"";"";"";"Active";"";"";"";"";"";"False";"CHEMBL4480155";"Inhibition of NorA efflux pump overexpressed in Staphylococcus aureus 1199B assessed as increase in EtBr accumulation at 50 ug/ml measured after 30 mins by fluorescence analysis";"B";"BAO_0000019";"assay format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL4477264";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2016";"None";""
"CHEMBL4169246";"";"0";"408.54";"1";"5.42";"2a";"CCCOc1ccc(-c2cc(OCCN(CC)CC)c3c(OC)cccc3n2)cc1";"Inhibition";"";"";"";"";"";"Active";"";"";"";"";"";"False";"CHEMBL4151518";"Inhibition of NorA in Staphylococcus aureus SA-1199B expressing GrlA A116E mutant assessed as synergistic potentiation of ciprofloxacin-induced antimicrobial activity at 0.78 ug/ml by microdilution method based Checkerboard assay";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL4145675";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
"CHEMBL2048632";"";"0";"452.88";"0";"4.88";"3g";"O=[N+]([O-])c1ccc(-n2nc(-c3ccc(Cl)cc3)c3c2-c2ccccc2S(=O)(=O)N3)cc1";"Inhibition";"'='";"76.9";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL2051680";"Inhibition of norA-mediated EtBr efflux in Staphylococcus aureus SA1199B overexpressing norA and expressing A116E GrlA mutation at 50 uM by fluorometry";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL2046274";"1";"Scientific Literature";"J. Med. Chem.";"2012";"None";""
"CHEMBL4165580";"";"0";"528.65";"2";"6.15";"3d";"CCCOc1ccc(-c2cc(OCCN3CCc4cc(OC)c(OC)cc4C3)c3cc(OC)ccc3n2)cc1";"Inhibition";"'='";"33.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL4151511";"Inhibition of NorA in Staphylococcus aureus SA-1199B expressing GrlA A116E mutant assessed as reduction in EtBr efflux at 50 uM incubated for 5 mins by fluorescence based assay";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL4145675";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
"CHEMBL1421";"DASATINIB";"4";"488.02";"0";"3.31";"73";"Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1";"Inhibition";"'='";"95.8";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL4043389";"Inhibition of NorA in Staphylococcus aureus SA1199B harboring GrlA A116E mutant assessed as inhibition of ethidium bromide efflux at 50 uM measured after 5 mins by fluorometric method relative to control";"B";"BAO_0000019";"assay format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL4043064";"1";"Scientific Literature";"J Med Chem";"2017";"None";""
"CHEMBL2385686";"";"0";"535.08";"1";"6.14";"3o";"CCCOc1ccc(-c2cc(OCCN3CCc4cc(OC)c(OC)cc4C3)c3ccccc3n2)cc1.Cl";"Inhibition";"'='";"79.6";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL2390114";"Inhibition of NorA in Staphylococcus aureus 1199B harboring grlA A116E mutant assessed as inhibition of ethidium bromide efflux at 50 uM measured for 5 mins by fluorometric analysis relative to control";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL2384986";"1";"Scientific Literature";"J. Med. Chem.";"2013";"None";""
"CHEMBL3775483";"";"0";"436.55";"0";"4.28";"27";"CCOC(=O)c1c(C)n(Cc2ccccc2)c2ccc(OCCCN3CCOCC3)cc12";"Inhibition";"'='";"98.6";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL3777946";"Inhibition of NorA efflux pump in Staphylococcus aureus 1199B assessed as reduction in EtBr efflux at 50 uM incubated for 20 mins measured for 5 mins by real-time fluorometric analysis";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL3774342";"1";"Scientific Literature";"J. Med. Chem.";"2016";"None";""
"CHEMBL1567647";"";"0";"309.37";"0";"3.88";"9";"CCOC(=O)c1c(C)n(Cc2ccccc2)c2ccc(O)cc12";"Inhibition";"'='";"1.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL3777946";"Inhibition of NorA efflux pump in Staphylococcus aureus 1199B assessed as reduction in EtBr efflux at 50 uM incubated for 20 mins measured for 5 mins by real-time fluorometric analysis";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL3774342";"1";"Scientific Literature";"J. Med. Chem.";"2016";"None";""
"CHEMBL1651020";"";"0";"305.36";"0";"3.22";"56";"CCC(C)N1C(=O)S/C(=C/c2ccc(C(=O)O)cc2)C1=O";"Inhibition";"'='";"0.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1657423";"Inhibition of NorA in Staphylococcus aureus 1199B assessed as reduction in ethidium bromide efflux at 50 uM by fluorimetry after 5 mins";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL1649083";"1";"Scientific Literature";"J. Med. Chem.";"2011";"None";""
"CHEMBL480007";"";"0";"285.37";"0";"3.93";"70";"COc1ccc(C2=Nc3ccccc3SC2)cc1OC";"Inhibition";"'='";"22.8";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1657423";"Inhibition of NorA in Staphylococcus aureus 1199B assessed as reduction in ethidium bromide efflux at 50 uM by fluorimetry after 5 mins";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL1649083";"1";"Scientific Literature";"J. Med. Chem.";"2011";"None";""
"CHEMBL1651180";"";"0";"378.52";"1";"5.41";"1";"CCCOc1ccc(-c2cc(OCCN(CC)CC)c3ccccc3n2)cc1";"Inhibition";"";"";"";"";"";"Active";"";"";"";"";"";"False";"CHEMBL4151520";"Inhibition of NorA in Staphylococcus aureus SA-K2378 assessed as synergistic potentiation of ciprofloxacin-induced antimicrobial activity at 0.78 to 100 ug/ml by microdilution method based Checkerboard assay";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL4145675";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
"CHEMBL4530442";"";"0";"411.89";"0";"3.75";"8";"COC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)/C=C/C1=C(Cl)c2ccccc2CC1";"Inhibition";"";"";"";"";"";"Active";"";"";"";"";"";"False";"CHEMBL4311549";"Inhibition of NorA in Staphylococcus aureus 1199B assessed as reduction in ethidium bromide accumulation at 25 uM measured at 5 mins interval for 60 mins by fluorescence assay relative to control";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL4308903";"1";"Scientific Literature";"Bioorg Med Chem";"2019";"None";""
"CHEMBL1630217";"";"0";"622.08";"2";"6.74";"SS14-M";"COc1ccc2c(Cc3cccc(-c4cc5cc([N+](=O)[O-])ccc5[nH]4)c3)c3[n+](cc2c1OC)CCc1cc2c(cc1-3)OCO2.[Cl-]";"Inhibition";"";"";"";"";"";"Active";"";"";"";"";"";"False";"CHEMBL1638735";"Inhibition of NorA in Staphylococcus aureus K2378 overexpressing NorA assessed as ethidium bromide uptake at 3 uM by fluorescence assay";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL1629702";"1";"Scientific Literature";"Antimicrob. Agents Chemother.";"2010";"None";""
"CHEMBL1651000";"";"0";"391.52";"0";"4.93";"39, specs codeAG-205/33140042";"CCCCOc1ccc([C@H]2C(C#N)=C(N)Oc3cc(N(CC)CC)ccc32)cc1";"Inhibition";"'='";"20.5";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1657423";"Inhibition of NorA in Staphylococcus aureus 1199B assessed as reduction in ethidium bromide efflux at 50 uM by fluorimetry after 5 mins";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL1649083";"1";"Scientific Literature";"J. Med. Chem.";"2011";"None";""
"CHEMBL1651011";"";"0";"407.56";"1";"6.51";"46";"c1ccc(CCN(Cc2ccccc2)Cc2cccc(OCc3ccccc3)c2)cc1";"Inhibition";"'='";"0.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1657423";"Inhibition of NorA in Staphylococcus aureus 1199B assessed as reduction in ethidium bromide efflux at 50 uM by fluorimetry after 5 mins";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL1649083";"1";"Scientific Literature";"J. Med. Chem.";"2011";"None";""
"CHEMBL479";"THIORIDAZINE";"4";"370.59";"1";"5.89";"62";"CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2";"Inhibition";"'>='";"88.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1657423";"Inhibition of NorA in Staphylococcus aureus 1199B assessed as reduction in ethidium bromide efflux at 50 uM by fluorimetry after 5 mins";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL1649083";"1";"Scientific Literature";"J. Med. Chem.";"2011";"None";""
"CHEMBL3775062";"";"0";"435.57";"0";"3.85";"29";"CCOC(=O)c1c(C)n(Cc2ccccc2)c2ccc(OCCCN3CCNCC3)cc12";"Inhibition";"";"";"";"";"";"Not Active";"";"";"";"";"";"False";"CHEMBL3778150";"Inhibition of NorA efflux pump in Staphylococcus aureus 1199 assessed as potentiation of ciprofloxacin-mediated antibacterial activity";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL3774342";"1";"Scientific Literature";"J. Med. Chem.";"2016";"None";""
"CHEMBL3775053";"";"0";"448.61";"1";"5.74";"52";"CCOC(=O)c1c(C)n(Cc2ccc(C)cc2)c2ccc(OCCCN3CCCCC3)cc12";"Inhibition";"'='";"58.3";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL3777946";"Inhibition of NorA efflux pump in Staphylococcus aureus 1199B assessed as reduction in EtBr efflux at 50 uM incubated for 20 mins measured for 5 mins by real-time fluorometric analysis";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL3774342";"1";"Scientific Literature";"J. Med. Chem.";"2016";"None";""
"CHEMBL447756";"";"0";"338.31";"0";"4.84";"66";"O=[N+]([O-])c1ccc(C2=Nc3cc(C(F)(F)F)ccc3SC2)cc1";"Inhibition";"'='";"67.9";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1657423";"Inhibition of NorA in Staphylococcus aureus 1199B assessed as reduction in ethidium bromide efflux at 50 uM by fluorimetry after 5 mins";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL5114";"Quinolone resistance protein norA";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL1649083";"1";"Scientific Literature";"J. Med. Chem.";"2011";"None";""
